latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,nearest_industrial_km,nearest_industrial_type,nearest_industrial_name,nearest_industrial_region,nearest_industrial_latitude,nearest_industrial_longitude,facility_osm_id,cpcb_name,cpcb_sector,nearest_place_km,nearest_place_name,nearest_place_type,in_forest,in_farmland,final_class,place_description,facility_osm_id_str,is_anomaly,baseline_frp_mean,baseline_frp_std,daynight_flag,confidence_num,ml_prediction,ml_confidence
8.09099,80.23808,331.4,0.55,0.68,2026-09-13,724,N,VIIRS,n,2.0NRT,287.94,6.35,D,167.46798359310776,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,4.193597065978727,Senarathgama,village,False,False,agricultural_burn,"Agricultural cropland near Senarathgama (village, 4.2 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.194,79.90574,330.85,0.58,0.7,2026-09-13,724,N,VIIRS,n,2.0NRT,286.37,7.86,D,137.957580944813,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,11.22078132057141,Karaitivu,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Karaitivu (11.2 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.19462,79.90289,339.43,0.58,0.7,2026-09-13,724,N,VIIRS,n,2.0NRT,286.71,7.74,D,137.74907708680743,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,10.900511732308663,Karaitivu,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Karaitivu (10.9 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.35036,80.23783,356.37,0.55,0.68,2026-09-13,724,N,VIIRS,n,2.0NRT,285.0,10.43,D,145.5670939142955,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.154145023812036,Ranorawa,village,False,False,agricultural_burn,"Agricultural cropland near Ranorawa (village, 2.2 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.35129,80.24283,344.22,0.55,0.68,2026-09-13,724,N,VIIRS,n,2.0NRT,287.47,10.43,D,145.87728287850683,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.1044896124048,Ranorawa,village,False,False,agricultural_burn,"Agricultural cropland near Ranorawa (village, 2.1 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
11.51971,77.19726,331.51,0.76,0.77,2026-09-13,726,N,VIIRS,n,2.0NRT,273.59,5.26,D,72.14084412131747,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,2.3577279120161165,Thaandaampalayam,village,False,False,agricultural_burn,"Agricultural cropland near Thaandaampalayam (village, 2.4 km)",cpcb_0,False,,,1,1,agricultural_burn,0.987
11.52328,77.19559,338.04,0.76,0.77,2026-09-13,726,N,VIIRS,n,2.0NRT,273.2,4.7,D,72.14321127300624,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,2.7635604405574203,Thaandaampalayam,village,False,False,agricultural_burn,"Agricultural cropland near Thaandaampalayam (village, 2.8 km)",cpcb_0,False,,,1,1,agricultural_burn,0.986
13.29275,78.005,330.52,0.62,0.72,2026-09-13,726,N,VIIRS,n,2.0NRT,273.46,2.75,D,64.37715730826037,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,cpcb_12,Sanmar Speciality Chemicals Ltd,Pharma,0.6835089253106155,Krushnapura,village,False,False,agricultural_burn,"Agricultural cropland near Krushnapura (village, 0.7 km)",cpcb_12,False,,,1,1,agricultural_burn,0.986
8.00954,80.19323,340.44,0.72,0.75,2026-09-13,905,N,VIIRS,n,2.0NRT,286.42,7.61,D,171.9341225900222,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.596171693534968,Wirasurigama,village,False,False,agricultural_burn,"Agricultural cropland near Wirasurigama (village, 1.6 km)",cpcb_27,False,,,1,1,agricultural_burn,0.986
8.01182,80.19453,334.14,0.72,0.75,2026-09-13,905,N,VIIRS,n,2.0NRT,286.37,7.94,D,171.8050411623082,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.8009471093000842,Wirasurigama,village,False,False,agricultural_burn,"Agricultural cropland near Wirasurigama (village, 1.8 km)",cpcb_27,False,,,1,1,agricultural_burn,0.986
8.20266,79.99259,330.5,0.7,0.75,2026-09-13,905,N,VIIRS,n,2.0NRT,284.38,4.57,D,141.89359961835393,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.429895537957098,Pahala Puliyankulama,village,False,False,agricultural_burn,"Agricultural cropland near Pahala Puliyankulama (village, 3.4 km)",cpcb_27,False,,,1,1,agricultural_burn,0.986
8.10966,79.96539,304.34,0.42,0.45,2026-09-13,2000,N,VIIRS,n,2.0NRT,284.42,0.69,N,149.329949818289,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,5.8617540686095735,Karuwalagaswewa,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Karuwalagaswewa (5.9 km),cpcb_27,False,,,0,1,scrub_biomass_burn,0.981
8.02105,80.30539,335.51,0.43,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,297.65,3.0,D,178.1493887393713,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.7816460792162947,Wetakoluwagama,village,False,False,agricultural_burn,"Agricultural cropland near Wetakoluwagama (village, 1.8 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.05665,80.10335,334.82,0.42,0.45,2026-09-04,835,N,VIIRS,n,2.0NRT,297.08,2.21,D,162.12429811219764,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.5778956361898226,Ralapanawa,village,False,False,agricultural_burn,"Agricultural cropland near Ralapanawa (village, 1.6 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.14543,80.06309,331.23,0.42,0.45,2026-09-04,835,N,VIIRS,n,2.0NRT,290.64,2.4,D,151.4209008904397,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.388021524090879,Ihala Puliyankulama,village,False,False,agricultural_burn,"Agricultural cropland near Ihala Puliyankulama (village, 3.4 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.2431,80.11183,330.25,0.42,0.45,2026-09-04,835,N,VIIRS,n,2.0NRT,297.73,1.97,D,145.59438461692542,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.715099821864427,Kala Oya,village,False,False,agricultural_burn,"Agricultural cropland near Kala Oya (village, 3.7 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.25512,80.10616,343.26,0.42,0.45,2026-09-04,835,N,VIIRS,n,2.0NRT,297.74,4.31,D,144.15193101760968,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,4.558245823065457,Maragahawewa,village,False,False,agricultural_burn,"Agricultural cropland near Maragahawewa (village, 4.6 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.27044,80.33495,332.14,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.82,3.03,D,159.39468514769607,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,4.1304591034429015,Talawa,village,False,False,agricultural_burn,"Agricultural cropland near Talawa (village, 4.1 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.31947,80.29152,342.47,0.43,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.99,8.9,D,152.15903215611658,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,5.595624964808292,Sinharagama,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Sinharagama (5.6 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.982
8.324,80.23045,345.94,0.43,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,300.71,7.54,D,147.12528700189998,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,5.160339969031749,Ranorawa,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Ranorawa (5.2 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.981
8.38549,80.29862,330.45,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,299.96,2.31,D,147.6213070048887,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.4198451484220949,Mahamankadawala,village,False,False,agricultural_burn,"Agricultural cropland near Mahamankadawala (village, 1.4 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.43084,80.35042,335.17,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,297.18,5.74,D,148.55793447105196,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,5.365978640479173,Puwarasankulama,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Puwarasankulama (5.4 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.982
8.4458,80.23885,339.02,0.43,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,295.82,2.9,D,138.24102709749215,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.727308696264348,Oyamaduwa,village,False,False,agricultural_burn,"Agricultural cropland near Oyamaduwa (village, 2.7 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.51423,80.24119,332.7,0.43,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.56,3.23,D,133.39589356255476,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,0.9714653412551169,Sandamal Eliya,village,False,False,agricultural_burn,"Agricultural cropland near Sandamal Eliya (village, 1.0 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.55367,80.37032,338.51,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,299.65,4.39,D,141.95927285825664,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,6.810421670998284,Aanaivilunthan,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Aanaivilunthan (6.8 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.56614,80.39735,330.59,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.57,6.06,D,143.61812491945503,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,7.32036827251791,Neriyakulam,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Neriyakulam (7.3 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.61746,77.98914,342.96,0.48,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,299.73,3.29,D,22.859964591217384,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,cpcb_25,Sterlite Industries (India) Ltd - Copper Smelter,Copper,0.7912142731797015,Kurangani,village,False,False,agricultural_burn,"Agricultural cropland near Kurangani (village, 0.8 km)",cpcb_25,False,,,1,1,agricultural_burn,0.987
8.62399,80.37293,336.9,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,297.95,4.39,D,137.84570766049262,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.242379323142355,Neriyakulam,town,False,False,urban_commercial_fire,Urban / Commercial area (Neriyakulam),cpcb_27,False,,,1,1,urban_commercial_fire,0.982
8.62652,80.37279,330.42,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.39,2.77,D,137.68197723502848,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.3518098167445776,Neriyakulam,town,False,False,urban_commercial_fire,Urban / Commercial area (Neriyakulam),cpcb_27,False,,,1,1,urban_commercial_fire,0.982
8.66597,77.40293,332.62,0.45,0.39,2026-09-04,835,N,VIIRS,l,2.0NRT,304.58,6.07,D,6.585274959947324,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,cpcb_38,Empee Sugars and Chemicals Ltd,Sugar,4.961232251383705,Sivanthipuram,village,True,False,wildfire,Forest / Woodland reserve near Sivanthipuram,cpcb_38,False,,,1,0,wildfire,0.981
8.66727,80.25673,332.11,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,299.3,4.23,D,124.51464989289738,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,5.951088989161736,Andiyapuliyankulam,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Andiyapuliyankulam (6.0 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.69263,80.37619,337.9,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,299.88,4.7,D,134.21722072952753,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,4.080291870866484,Kanthasamy Nagar,village,False,False,agricultural_burn,"Agricultural cropland near Kanthasamy Nagar (village, 4.1 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.73204,77.86298,347.6,0.48,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,304.0,16.91,D,19.20402885053883,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,1.97314705687646,Vallanadu,village,False,False,agricultural_burn,"Agricultural cropland near Vallanadu (village, 2.0 km)",cpcb_13,False,,,1,1,agricultural_burn,0.984
8.78943,80.33366,334.56,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,299.39,4.95,D,125.03381411563156,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.7345559749422574,Sinnathambanai,village,False,False,agricultural_burn,"Agricultural cropland near Sinnathambanai (village, 3.7 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.78999,80.3377,330.83,0.44,0.46,2026-09-04,835,N,VIIRS,n,2.0NRT,298.4,4.95,D,125.40413564787043,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,4.178093262327234,Sinnathambanai,village,False,False,agricultural_burn,"Agricultural cropland near Sinnathambanai (village, 4.2 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.81464,77.83777,342.22,0.48,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,304.59,11.75,D,13.53606596041906,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,1.5579571327143715,Savalaperi,village,False,False,agricultural_burn,"Agricultural cropland near Savalaperi (village, 1.6 km)",cpcb_13,False,,,1,1,agricultural_burn,0.985
8.84638,77.70205,345.51,0.47,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,310.41,22.48,D,26.0364370245369,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,1.2667997682379852,Thenkalam Puthur,village,False,False,agricultural_burn,"Agricultural cropland near Thenkalam Puthur (village, 1.3 km)",cpcb_13,False,,,1,1,agricultural_burn,0.986
8.88569,77.40527,339.72,0.45,0.39,2026-09-04,835,N,VIIRS,n,2.0NRT,306.78,5.49,D,20.118231857567253,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,cpcb_38,Empee Sugars and Chemicals Ltd,Sugar,0.9494530815933936,Pethanadarpatti,village,False,False,agricultural_burn,"Agricultural cropland near Pethanadarpatti (village, 0.9 km)",cpcb_38,False,,,1,1,agricultural_burn,0.985
8.92773,77.46704,336.21,0.46,0.39,2026-09-04,835,N,VIIRS,n,2.0NRT,305.16,2.97,D,24.46186639556559,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,cpcb_38,Empee Sugars and Chemicals Ltd,Sugar,2.246486112304128,Veerakeralampudur,village,False,False,agricultural_burn,"Agricultural cropland near Veerakeralampudur (village, 2.2 km)",cpcb_38,False,,,1,1,agricultural_burn,0.986
8.93915,77.83005,339.25,0.48,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,301.79,7.77,D,12.787459686344471,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,6.402698987376045,Kayathar,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Kayathar (6.4 km),cpcb_13,False,,,1,1,scrub_biomass_burn,0.984
8.96668,80.38145,336.94,0.45,0.47,2026-09-04,835,N,VIIRS,n,2.0NRT,299.16,3.75,D,122.6200609736906,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.049997102779076,Kovilkunchukulam,village,False,False,agricultural_burn,"Agricultural cropland near Kovilkunchukulam (village, 2.0 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.17593,78.22559,337.95,0.5,0.41,2026-09-04,835,N,VIIRS,n,2.0NRT,304.11,10.26,D,34.886585409874726,industrial,unnamed,tn_central,9.4896726,78.2255799,743737307,,,1.7274498478187637,Keilavilattikulam,village,False,False,agricultural_burn,"Agricultural cropland near Keilavilattikulam (village, 1.7 km)",743737307,False,3.12,1.56,1,1,agricultural_burn,0.987
9.1797,78.22505,341.55,0.5,0.41,2026-09-04,835,N,VIIRS,n,2.0NRT,304.13,10.26,D,34.467429557540925,industrial,unnamed,tn_central,9.4896726,78.2255799,743737307,,,2.1211375724781987,Keilavilattikulam,village,False,False,agricultural_burn,"Agricultural cropland near Keilavilattikulam (village, 2.1 km)",743737307,False,3.12,1.56,1,1,agricultural_burn,0.987
9.20293,77.64448,345.47,0.47,0.4,2026-09-04,835,N,VIIRS,n,2.0NRT,309.68,19.15,D,47.25668977093064,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,4.074608215302034,Kuruvikulam,village,False,False,agricultural_burn,"Agricultural cropland near Kuruvikulam (village, 4.1 km)",cpcb_13,False,,,1,1,agricultural_burn,0.987
9.33688,76.59934,331.72,0.43,0.38,2026-09-04,835,N,VIIRS,n,2.0NRT,299.27,2.02,D,116.1219867359148,industrial,Empee Sugars and Chemicals Ltd,cpcb_verified,8.7089,77.4442,cpcb_38,Empee Sugars and Chemicals Ltd,Sugar,0.3489433977288873,Kallissery,village,False,False,agricultural_burn,"Agricultural cropland near Kallissery (village, 0.3 km)",cpcb_38,False,,,1,1,agricultural_burn,0.987
9.62262,78.11741,340.95,0.5,0.41,2026-09-04,835,N,VIIRS,n,2.0NRT,306.67,10.24,D,7.482700160019618,industrial,unnamed,tn_central,9.5675554,78.078179,1227455975,,,3.086199187651856,Kalkuruchi,village,False,False,agricultural_burn,"Agricultural cropland near Kalkuruchi (village, 3.1 km)",1227455975,False,,,1,1,agricultural_burn,0.986
9.95692,79.105,336.23,0.38,0.44,2026-09-04,835,N,VIIRS,n,2.0NRT,298.7,2.64,D,29.354721002998303,industrial,unnamed,tn_central,9.7927596,78.895145,1000403536,,,1.3874276118474176,Pilluvalasai,village,False,False,agricultural_burn,"Agricultural cropland near Pilluvalasai (village, 1.4 km)",1000403536,False,,,1,1,agricultural_burn,0.987
9.95849,79.1076,342.39,0.39,0.44,2026-09-04,835,N,VIIRS,n,2.0NRT,298.57,2.39,D,29.686321334617343,industrial,unnamed,tn_central,9.7927596,78.895145,1000403536,,,1.2890289049380808,Pilluvalasai,village,False,False,agricultural_burn,"Agricultural cropland near Pilluvalasai (village, 1.3 km)",1000403536,False,,,1,1,agricultural_burn,0.987
10.16672,78.79148,331.56,0.56,0.43,2026-09-04,835,N,VIIRS,n,2.0NRT,300.74,8.56,D,5.35173108144227,industrial,unnamed,tn_central,10.2053945,78.7623732,665751399,,,1.7102943134595097,Kanadukathan,village,False,False,agricultural_burn,"Agricultural cropland near Kanadukathan (village, 1.7 km)",665751399,False,,,1,1,agricultural_burn,0.985
10.16814,78.80172,335.48,0.56,0.43,2026-09-04,835,N,VIIRS,n,2.0NRT,300.33,6.42,D,5.975259711585784,industrial,unnamed,tn_central,10.2053945,78.7623732,665751399,,,1.8495409202330368,Ramachandramaharajapuram,village,True,False,wildfire,Forest / Woodland reserve near Ramachandramaharajapuram,665751399,False,,,1,1,wildfire,0.98
10.28257,78.88253,334.67,0.57,0.43,2026-09-04,835,N,VIIRS,n,2.0NRT,298.75,2.52,D,9.480035556613563,industrial,unnamed,tn_central,10.2527046,78.9636835,542622910,,,1.0463115657153013,Sirayampatti Chattram,village,True,False,wildfire,Forest / Woodland reserve near Sirayampatti Chattram,542622910,False,,,1,1,wildfire,0.978
10.31339,79.34061,330.68,0.4,0.44,2026-09-04,835,N,VIIRS,n,2.0NRT,296.16,2.09,D,6.472145750908126,industrial,unnamed,tn_central,10.2678372,79.3037849,555516026,,,1.6106547914067515,Rajamadam,village,False,False,agricultural_burn,"Agricultural cropland near Rajamadam (village, 1.6 km)",555516026,False,,,1,1,agricultural_burn,0.986
12.0522,78.36801,333.87,0.56,0.43,2026-09-04,835,N,VIIRS,n,2.0NRT,298.13,4.2,D,14.253382036941632,plant,unnamed,tn_central,12.153857,78.4478679,1468887802,,,3.352884332380785,Thonganur,village,False,False,agricultural_burn,"Agricultural cropland near Thonganur (village, 3.4 km)",1468887802,False,,,1,1,agricultural_burn,0.985
12.80993,77.7602,332.58,0.52,0.42,2026-09-04,835,N,VIIRS,n,2.0NRT,298.05,3.52,D,10.428589155183584,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,cpcb_12,Sanmar Speciality Chemicals Ltd,Pharma,0.625884816226096,Suryanagar Phase 3,suburb,False,False,urban_commercial_fire,Urban / Commercial area (Suryanagar Phase 3),cpcb_12,False,,,1,1,urban_commercial_fire,0.984
13.15911,80.28068,306.72,0.77,0.78,2026-09-04,1928,N,VIIRS,n,2.0NRT,285.02,1.63,N,0.8584717388475525,works,unnamed,tn_north,13.1572455,80.2729861,1017185168,,,1.98965544860426,Kargil Nagar,suburb,False,False,industrial_fire,Industrial facility (Industrial facility),1017185168,False,1.775,0.2050609665440988,0,1,industrial_fire,0.985
13.1608,80.27946,307.93,0.77,0.78,2026-09-04,1928,N,VIIRS,n,2.0NRT,285.03,1.92,N,0.8047142952169395,works,unnamed,tn_north,13.1572455,80.2729861,1017185168,,,1.9393062142207351,Kargil Nagar,suburb,False,False,industrial_fire,Industrial facility (Industrial facility),1017185168,False,1.775,0.2050609665440988,0,1,industrial_fire,0.985
9.94102,77.48679,308.54,0.36,0.57,2026-09-04,2108,N,VIIRS,n,2.0NRT,289.38,0.6,N,56.07169715187997,industrial,Vadapalanji IT SEZ,tn_central,9.9312285,77.9986372,1034798587,,,0.5794864643339653,Srirengapuram,village,False,False,agricultural_burn,"Agricultural cropland near Srirengapuram (village, 0.6 km)",1034798587,False,,,0,1,agricultural_burn,0.986
9.94628,77.48783,305.53,0.36,0.57,2026-09-04,2108,N,VIIRS,n,2.0NRT,289.26,0.47,N,55.971795576644695,industrial,Vadapalanji IT SEZ,tn_central,9.9312285,77.9986372,1034798587,,,1.1382481561080118,Srirengapuram,village,False,False,agricultural_burn,"Agricultural cropland near Srirengapuram (village, 1.1 km)",1034798587,False,,,0,1,agricultural_burn,0.986
10.61668,77.42152,304.1,0.35,0.56,2026-09-04,2108,N,VIIRS,n,2.0NRT,289.3,0.28,N,19.077247452962045,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,4.93145610194965,Kaniyur,village,False,False,agricultural_burn,"Agricultural cropland near Kaniyur (village, 4.9 km)",cpcb_4,False,,,0,1,agricultural_burn,0.963
10.61797,77.50148,308.59,0.35,0.57,2026-09-04,2108,N,VIIRS,n,2.0NRT,287.83,0.82,N,27.746782346626684,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,2.5836521169814324,Keeranur,village,False,False,agricultural_burn,"Agricultural cropland near Keeranur (village, 2.6 km)",cpcb_4,False,,,0,1,agricultural_burn,0.984
11.42084,77.48328,312.92,0.34,0.56,2026-09-04,2108,N,VIIRS,n,2.0NRT,284.16,0.82,N,53.47794428038006,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,4.3300439127359365,Vellankovil,village,False,False,agricultural_burn,"Agricultural cropland near Vellankovil (village, 4.3 km)",cpcb_0,False,,,0,1,agricultural_burn,0.985
11.48001,77.62247,300.66,0.35,0.56,2026-09-04,2108,N,VIIRS,n,2.0NRT,266.67,0.59,N,39.34939737667394,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,4.951716848787028,Aapakudal,village,False,False,agricultural_burn,"Agricultural cropland near Aapakudal (village, 5.0 km)",cpcb_0,False,,,0,1,agricultural_burn,0.917
11.48045,77.62241,298.62,0.35,0.56,2026-09-04,2108,N,VIIRS,n,2.0NRT,264.84,0.77,N,39.310037727431485,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,4.948943774034482,Aapakudal,village,False,False,agricultural_burn,"Agricultural cropland near Aapakudal (village, 4.9 km)",cpcb_0,False,,,0,1,agricultural_burn,0.896
