latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,nearest_industrial_km,nearest_industrial_type,nearest_industrial_name,nearest_industrial_region,preliminary_class,in_forest,in_farmland,final_class,facility_osm_id,facility_distance_km,baseline_frp_mean,baseline_frp_std,baseline_sample_count,is_anomaly,daynight_flag,confidence_num,ml_prediction,ml_confidence,ml_agrees_with_rules
31.57678,75.11276,337.43,0.38,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,302.35,4.91,D,178.19779077815355,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,178.19779077815355,,,,False,1,1,unclassified,0.974217273954116,True
31.62166,75.02859,334.12,0.38,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,300.32,1.86,D,182.4751756466984,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,182.4751756466984,,,,False,1,1,unclassified,0.9417559984520125,True
31.89338,73.83569,347.49,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,301.27,5.58,D,217.5320182697494,plant,unnamed,rajasthan,likely_natural,False,False,unclassified,1431799848,217.5320182697494,,,,False,1,1,unclassified,0.9883333333333334,True
34.00336,75.5161,332.88,0.39,0.36,2026-09-16,816,N,VIIRS,n,2.0NRT,299.09,10.19,D,401.6816127146743,industrial,unnamed,up_ncr,likely_natural,False,False,unclassified,635905675,401.6816127146743,,,,False,1,1,unclassified,0.9903749999999999,True
34.45443,74.24952,338.52,0.38,0.36,2026-09-16,816,N,VIIRS,n,2.0NRT,300.74,6.18,D,490.06883569437207,industrial,unnamed,up_ncr,likely_natural,False,False,unclassified,635905675,490.06883569437207,,,,False,1,1,unclassified,0.9753809523809523,True
35.43597,73.60113,336.77,0.38,0.36,2026-09-16,816,N,VIIRS,n,2.0NRT,298.77,4.43,D,607.406338759829,plant,unnamed,rajasthan,likely_natural,False,False,unclassified,1431754161,607.406338759829,,,,False,1,1,unclassified,0.9474785861713105,True
30.0696,96.98023,301.04,0.54,0.51,2026-09-16,1858,N,VIIRS,n,2.0NRT,284.06,1.79,N,1075.3259569762995,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1095250856,1075.3259569762995,,,,False,0,1,unclassified,0.93,True
21.8812,88.16744,310.53,0.77,0.77,2026-09-16,1900,N,VIIRS,n,2.0NRT,283.74,2.55,N,90.17191629622886,plant,BEL,jharkhand_odisha,likely_natural,False,False,unclassified,421635559,90.17191629622886,1.7175,0.889056482216641,8.0,False,0,1,unclassified,0.8255434782608695,True
21.88284,88.16669,306.22,0.77,0.77,2026-09-16,1900,N,VIIRS,n,2.0NRT,284.03,1.98,N,90.02004333851316,plant,BEL,jharkhand_odisha,likely_natural,False,False,unclassified,421635559,90.02004333851316,1.7175,0.889056482216641,8.0,False,0,1,unclassified,0.945,True
22.0548,88.12333,302.18,0.77,0.78,2026-09-16,1900,N,VIIRS,n,2.0NRT,275.85,1.99,N,78.79445147390342,plant,BEL,jharkhand_odisha,likely_natural,False,False,unclassified,421635559,78.79445147390342,1.7175,0.889056482216641,8.0,False,0,1,unclassified,0.965,True
22.35476,96.70123,303.88,0.45,0.47,2026-09-16,1900,N,VIIRS,n,2.0NRT,281.19,1.32,N,950.923205612457,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212807081,950.923205612457,,,,False,0,1,unclassified,0.9158823529411765,True
22.35637,96.70381,300.73,0.45,0.47,2026-09-16,1900,N,VIIRS,n,2.0NRT,281.53,1.94,N,951.1568758406426,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212807081,951.1568758406426,,,,False,0,1,unclassified,0.95,True
36.99968,80.19336,299.59,0.4,0.37,2026-09-16,2036,N,VIIRS,n,2.0NRT,289.26,0.98,N,736.0852028572914,industrial,unnamed,up_ncr,likely_natural,False,False,unclassified,233107864,736.0852028572914,,,,False,0,1,unclassified,0.8562823529411765,True
28.74295,76.9282,303.08,0.42,0.38,2026-09-16,2038,N,VIIRS,n,2.0NRT,284.69,0.7,N,3.851723082984357,industrial,unnamed,up_ncr,likely_natural,False,False,unclassified,919824626,3.851723082984357,,,,False,0,1,unclassified,0.8153136719866932,True
28.83548,77.14072,297.75,0.42,0.37,2026-09-16,2038,N,VIIRS,n,2.0NRT,269.19,0.28,N,1.2884090918945152,industrial,unnamed,up_ncr,likely_industrial,False,False,industrial_fire,770265124,1.2884090918945152,,,,False,0,1,industrial_fire,0.985,True
35.96809,68.6856,303.07,0.45,0.63,2026-09-16,2038,N,VIIRS,n,2.0NRT,287.44,0.72,N,681.6628081777889,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,810507431,681.6628081777889,,,,False,0,1,unclassified,0.9419855072463769,True
20.26019,86.60262,308.09,0.35,0.57,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.89,0.99,N,0.2687677289949491,industrial,IOCL Oil Refinery / Petrochemical Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,476615816,0.2687677289949491,1.25,0.625,1.0,False,0,1,industrial_fire,0.99,True
20.70125,78.62218,306.59,0.4,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.59,1.2,N,0.4727975922353915,industrial,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,374941184,0.4727975922353915,0.76,0.38,1.0,False,0,1,industrial_fire,0.9553125,True
20.7046,78.6228,306.08,0.4,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.67,1.07,N,0.1955881023140467,industrial,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,374941184,0.1955881023140467,0.76,0.38,1.0,False,0,1,industrial_fire,0.970625,True
20.79671,85.25403,303.73,0.56,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.43,1.73,N,1.1049164538020455,industrial,Meramandali Power Station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,396925738,1.1049164538020455,3.709230769230769,2.8131075981864537,13.0,False,0,1,industrial_fire,0.98,True
20.86486,84.99007,316.5,0.54,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.06,2.39,N,1.204606437611028,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,1.204606437611028,2.5683333333333334,1.067227382385912,36.0,False,0,1,industrial_fire,0.995,True
20.86736,84.99375,304.84,0.54,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.31,1.68,N,1.118066997439527,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,1.118066997439527,2.5683333333333334,1.067227382385912,36.0,False,0,1,industrial_fire,0.985,True
20.86847,84.98844,307.03,0.54,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.16,1.68,N,0.7768106588231973,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,0.7768106588231973,2.5683333333333334,1.067227382385912,36.0,False,0,1,industrial_fire,0.975,True
20.86948,84.99106,306.13,0.54,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.45,2.39,N,0.7654455686921972,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,0.7654455686921972,2.5683333333333334,1.067227382385912,36.0,False,0,1,industrial_fire,0.985,True
20.88434,84.98166,308.54,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.48,2.03,N,1.1540281222335291,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,1.1540281222335291,2.5683333333333334,1.067227382385912,36.0,False,0,1,industrial_fire,0.975,True
20.88528,84.98427,321.6,0.54,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.74,2.64,N,1.1349094480318551,industrial,Angul Steel Power Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1012595669,1.1349094480318551,1.45,0.3111269837220808,2.0,True,0,1,industrial_fire,0.995,True
20.88892,84.98279,313.09,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.23,2.28,N,0.9246821040721704,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307102,0.9246821040721704,1.565,0.0699999999999999,4.0,True,0,1,industrial_fire,0.99,True
20.95571,85.00945,304.3,0.54,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.62,1.71,N,3.979981004195879,industrial,Angul Monnet Power Company Limited,jharkhand_odisha,likely_natural,False,False,unclassified,230335221,3.979981004195879,,,,False,0,1,unclassified,0.875,True
20.9613,85.17358,307.5,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.37,1.77,N,3.217848532872237,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,3.217848532872237,,,,False,0,1,unclassified,0.5479057297715834,True
20.96234,85.16837,309.52,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.59,2.93,N,2.9614886752891185,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,2.9614886752891185,,,,False,0,1,unclassified,0.7569460649389873,True
20.96353,85.16985,311.16,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.29,3.68,N,3.158440581183785,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,3.158440581183785,,,,False,0,1,unclassified,0.8071372157415782,True
20.96461,85.16467,311.94,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.5,2.84,N,2.983303358185285,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,2.983303358185285,,,,False,0,1,unclassified,0.7919460649389872,True
20.96491,85.18665,325.75,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.6,2.51,N,2.573860125445107,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,928075487,2.573860125445107,,,,False,0,1,unclassified,0.9214662843839205,True
20.966,85.1814,304.35,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.45,2.51,N,3.132176230654751,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,928075487,3.132176230654751,,,,False,0,1,unclassified,0.96,True
20.96678,85.1543,305.5,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.45,1.9,N,2.928722701597366,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,2.928722701597366,,,,False,0,1,unclassified,0.9115000000000001,True
20.96709,85.17618,310.01,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.15,2.17,N,3.687495844469749,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,928075487,3.687495844469749,,,,False,0,1,unclassified,0.9342346430275653,True
20.96817,85.17097,319.67,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.2,2.17,N,3.650424145687876,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,3.650424145687876,,,,False,0,1,unclassified,0.9523753752930115,True
20.97173,85.1773,311.04,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.71,2.17,N,3.732160892623914,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,928075487,3.732160892623914,,,,False,0,1,unclassified,0.9292346430275653,True
20.9728,85.17211,311.7,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.13,2.17,N,4.151572435615499,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,4.151572435615499,,,,False,0,1,unclassified,0.8692346430275653,True
20.97744,85.17324,310.57,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.88,1.56,N,4.379542900772164,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,928075487,4.379542900772164,,,,False,0,1,unclassified,0.87827948261416,True
20.97851,85.16806,306.29,0.55,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,285.98,1.79,N,4.540493458859461,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,4.540493458859461,,,,False,0,1,unclassified,0.9365000000000001,True
20.98036,85.13575,310.1,0.54,0.51,2026-09-16,2040,N,VIIRS,n,2.0NRT,287.09,3.48,N,4.739700762478624,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,4.739700762478624,,,,False,0,1,unclassified,0.8024705490749114,True
21.07667,85.03596,306.02,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.77,3.39,N,3.57198465277068,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1007115341,3.57198465277068,,,,False,0,1,unclassified,0.9113,True
21.07738,85.03967,306.98,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.59,1.76,N,3.193562606822403,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1007115341,3.193562606822403,,,,False,0,1,unclassified,0.6923333333333334,True
21.07841,85.03456,307.67,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,286.76,1.76,N,3.624106224325936,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1007115341,3.624106224325936,,,,False,0,1,unclassified,0.6300476190476191,True
21.18694,81.39231,308.48,0.49,0.4,2026-09-16,2040,N,VIIRS,n,2.0NRT,292.72,2.36,N,66.28366643973766,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,458695478,66.28366643973766,,,,False,0,1,unclassified,0.81,True
21.19374,81.41823,311.61,0.49,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.47,0.65,N,63.6578560280595,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,458695478,63.6578560280595,,,,False,0,1,unclassified,0.856875,True
21.23205,79.62885,308.2,0.42,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.21,1.81,N,0.2125773698787661,industrial,Sunflag Steel,maharashtra,likely_industrial,False,False,industrial_fire,155467013,0.2125773698787661,0.8033333333333333,0.1050396750439248,3.0,True,0,1,industrial_fire,0.955,True
21.23264,79.63024,316.03,0.42,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.69,2.78,N,0.1335205641380646,industrial,Sunflag Steel,maharashtra,likely_industrial,False,False,industrial_fire,155467013,0.1335205641380646,0.8033333333333333,0.1050396750439248,3.0,True,0,1,industrial_fire,0.99,True
21.23548,79.62951,313.84,0.42,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.35,1.81,N,0.4553798015600481,industrial,Sunflag Steel,maharashtra,likely_industrial,False,False,industrial_fire,155467013,0.4553798015600481,0.8033333333333333,0.1050396750439248,3.0,True,0,1,industrial_fire,0.995,True
21.24077,79.22945,309.68,0.41,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.2,1.57,N,1.7695274991957717,industrial,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,133733244,1.7695274991957717,,,,False,0,1,industrial_fire,0.98,True
21.24547,79.22234,314.15,0.41,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.56,1.59,N,2.619939946141268,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,133733244,2.619939946141268,,,,False,0,1,unclassified,0.94140448261416,True
21.24744,79.21069,307.87,0.41,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,292.25,0.76,N,3.6350865039329032,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,133733244,3.6350865039329032,,,,False,0,1,unclassified,0.7276164159759163,True
21.30923,81.59255,310.77,0.5,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.96,1.18,N,48.80411723233398,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,458695478,48.80411723233398,,,,False,0,1,unclassified,0.836875,True
21.33662,78.96928,326.27,0.4,0.37,2026-09-16,2040,N,VIIRS,n,2.0NRT,293.87,2.8,N,4.457523943725114,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,133732505,4.457523943725114,,,,False,0,1,unclassified,0.9464662843839206,True
21.34651,81.66743,313.63,0.51,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.47,1.98,N,43.63878839621605,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,458695478,43.63878839621605,,,,False,0,1,unclassified,0.93,True
21.37555,81.67852,310.47,0.51,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.81,2.28,N,41.50330205527432,plant,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212775828,41.50330205527432,,,,False,0,1,unclassified,0.7955434782608696,True
21.37929,81.67932,307.42,0.51,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.54,2.28,N,41.22331112050805,plant,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212775828,41.22331112050805,,,,False,0,1,unclassified,0.72,True
21.38918,81.64635,307.95,0.5,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.66,2.4,N,43.71767149730249,plant,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212775828,43.71767149730249,,,,False,0,1,unclassified,0.775,True
21.48705,81.76936,310.56,0.51,0.41,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.65,3.28,N,27.783102750623687,plant,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1212775828,27.783102750623687,,,,False,0,1,unclassified,0.6855434782608696,True
21.67333,82.08327,307.19,0.52,0.42,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.37,0.99,N,0.1436977921362328,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,77362555,0.1436977921362328,1.255,0.0919238815542511,2.0,False,0,1,industrial_fire,0.96,True
21.67427,82.07825,310.26,0.52,0.42,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.59,0.99,N,0.6602497537106755,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,77362555,0.6602497537106755,1.255,0.0919238815542511,2.0,False,0,1,industrial_fire,0.995,True
21.68009,84.04137,313.26,0.45,0.47,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.69,4.15,N,0.472257998189244,industrial,Shyam Metallic & Energy,jharkhand_odisha,likely_industrial,False,False,industrial_fire,949319148,0.472257998189244,3.03625,2.0614900124493865,8.0,False,0,1,industrial_fire,1.0,True
21.68094,84.03707,308.2,0.45,0.47,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.44,4.18,N,0.7704445695417234,industrial,Shyam Metallic & Energy,jharkhand_odisha,likely_industrial,False,False,industrial_fire,949319148,0.7704445695417234,3.03625,2.0614900124493865,8.0,False,0,1,industrial_fire,1.0,True
21.74161,83.84083,315.04,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.44,3.5,N,0.7296231092462523,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,0.7296231092462523,4.3878,2.768691793049194,50.0,False,0,1,industrial_fire,0.99,True
21.74582,83.84184,330.08,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.64,5.32,N,0.6226082181555989,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,0.6226082181555989,4.3878,2.768691793049194,50.0,False,0,1,industrial_fire,0.9901388888888889,True
21.75002,83.84284,337.87,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.88,5.32,N,0.8369878104750451,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,0.8369878104750451,4.3878,2.768691793049194,50.0,False,0,1,industrial_fire,0.9816666666666666,True
21.75422,83.84384,328.7,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.59,3.61,N,1.212845408645163,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,1.212845408645163,4.3878,2.768691793049194,50.0,False,0,1,industrial_fire,0.995,True
21.75729,83.84709,307.64,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.58,2.31,N,1.092792424451998,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,1.092792424451998,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.97,True
21.75814,83.84288,325.56,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.51,2.31,N,0.9369106457992692,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.9369106457992692,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.995,True
21.75843,83.84481,321.94,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.38,3.61,N,0.9119258676034228,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.9119258676034228,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.995,True
21.7615,83.84806,331.42,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.33,2.31,N,0.730491505906834,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.730491505906834,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.96,True
21.76182,83.85001,319.45,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.85,3.19,N,0.8508805476974147,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.8508805476974147,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.99,True
21.76213,84.02171,309.96,0.45,0.47,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.16,3.71,N,0.0294604741931772,industrial,Bhushan Power & Steel,jharkhand_odisha,likely_industrial,False,False,industrial_fire,91005925,0.0294604741931772,1.345,0.6046532523319093,10.0,True,0,1,industrial_fire,0.97,True
21.76235,83.84384,305.24,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.48,2.31,N,0.4674943590047462,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.4674943590047462,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.995,True
21.76264,83.84577,321.76,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.69,3.19,N,0.4920029244191866,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.4920029244191866,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.99,True
21.76571,83.84904,313.57,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.83,1.94,N,0.5766891157240122,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.5766891157240122,3.560666666666666,3.063565771791956,15.0,False,0,1,industrial_fire,0.99,True
21.76724,84.01838,320.2,0.45,0.47,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.45,4.18,N,0.3643980954774939,industrial,Rengali Bhushan Power Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1158770481,0.3643980954774939,2.21,1.0748023074035524,2.0,False,0,1,industrial_fire,1.0,True
21.8022,82.03944,311.42,0.52,0.42,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.42,1.64,N,9.50110841798958,industrial,Nova Iron & Steel,jharkhand_odisha,likely_natural,False,False,unclassified,1096163705,9.50110841798958,,,,False,0,1,unclassified,0.6588078421752637,True
21.85993,83.96577,304.28,0.44,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,289.85,0.5,N,0.3047480997733807,industrial,MSP Steel,jharkhand_odisha,likely_industrial,False,False,industrial_fire,553146724,0.3047480997733807,1.45,0.8485281374238569,2.0,False,0,1,industrial_fire,0.95,True
21.9196,83.35368,309.51,0.41,0.45,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.17,1.22,N,1.066634095208146,industrial,Jindal Steel Works,jharkhand_odisha,likely_industrial,False,False,industrial_fire,119390670,1.066634095208146,2.87875,2.153485132125531,8.0,False,0,1,industrial_fire,0.975,True
21.92036,83.34976,319.31,0.41,0.45,2026-09-16,2040,N,VIIRS,n,2.0NRT,292.27,2.79,N,0.7577576745935073,industrial,Raigarh Jindal power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1093898245,0.7577576745935073,1.74,0.7285830998131464,7.0,False,0,1,industrial_fire,0.995,True
21.92472,85.22459,300.56,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,271.17,1.39,N,0.4836912911001758,industrial,Rungta Kamanda power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,664709787,0.4836912911001758,2.1333333333333333,0.6267375846396959,9.0,False,0,1,industrial_fire,1.0,True
21.92587,85.22319,299.91,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,270.79,0.96,N,0.344446487823056,industrial,Rungta Kamanda power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,664709787,0.344446487823056,2.1333333333333333,0.6267375846396959,9.0,False,0,1,industrial_fire,0.975,True
21.93038,85.2205,298.26,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,271.79,1.34,N,0.3487895821519369,industrial,Rungta Kamanda power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,664709787,0.3487895821519369,2.1333333333333333,0.6267375846396959,9.0,False,0,1,industrial_fire,1.0,True
21.93044,85.22426,297.67,0.53,0.5,2026-09-16,2040,N,VIIRS,n,2.0NRT,271.84,0.96,N,0.1824584620260784,industrial,Rungta Kamanda power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,664709787,0.1824584620260784,2.1333333333333333,0.6267375846396959,9.0,False,0,1,industrial_fire,0.975,True
21.96386,83.77377,311.7,0.43,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.57,1.99,N,9.43476992990368,industrial,Hemgir Coal Washery,jharkhand_odisha,likely_natural,True,False,wildfire,338164120,9.43476992990368,,,,False,0,1,unclassified,0.6741597417191038,False
21.98478,83.2346,316.29,0.4,0.44,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.41,2.69,N,0.0316706914932348,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,194637145,0.0316706914932348,1.3625,0.5761582537231705,4.0,True,0,1,industrial_fire,0.995,True
22.00566,82.67021,315.19,0.56,0.43,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.4,3.53,N,0.1471919837241174,industrial,Prakash Industries Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,261521052,0.1471919837241174,1.468181818181818,0.4002203938286549,11.0,True,0,1,industrial_fire,0.99,True
22.01616,83.75363,316.37,0.43,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.78,2.52,N,14.034866695283975,industrial,Hemgir Coal Washery,jharkhand_odisha,likely_natural,True,False,wildfire,338164120,14.034866695283975,,,,False,0,1,unclassified,0.5968125749312558,False
22.03679,83.35375,307.86,0.41,0.45,2026-09-16,2040,N,VIIRS,n,2.0NRT,291.24,1.86,N,2.923338864382404,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,435581945,2.923338864382404,,,,False,0,1,unclassified,0.8694487405242716,True
22.03754,83.34983,312.97,0.41,0.45,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.76,1.38,N,2.674735299331896,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,435581945,2.674735299331896,,,,False,0,1,unclassified,0.93640448261416,True
22.03772,83.73272,305.26,0.43,0.46,2026-09-16,2040,N,VIIRS,n,2.0NRT,290.46,1.08,N,16.107730310123568,industrial,Hemgir Coal Washery,jharkhand_odisha,likely_natural,True,False,wildfire,338164120,16.107730310123568,,,,False,0,1,wildfire,0.7318927436405184,True
